Shravani Subramanya,"Shravani Subramanya (Kannada: ??????? ?????????) is a 2013 Indian Kannada-language romantic comedy film written and directed by Manju Swaraj and produced by K. A Suresh under his home production banner Suresh Arts Productions. The film features Ganesh and Amulya in lead roles. This is the second collaboration of both stars after the 2007 blockbuster hit Cheluvina Chittara. Amulya makes her comeback after a hiatus through this film.
The film features the score and soundtrack composed by V. Harikrishna. The principal photography of the film began at Mysore around the Lalit Mahal palace and has been progressing at a brisk pace in the same city. The first teaser of the film was released on YouTube website by the producer on 29 June 2013.",https://upload.wikimedia.org/wikipedia/en/e/e9/Shravani_Subramanya.jpg,27-12-2013,K. A. Suresh,Manju Swaraj,Manju Swaraj,Kannada,124,9.5,Thriller
Yaare Koogadali,"Yaare Koogadali (Kannada: ???? ???????) is a 2012 Kannada action comedy film written and directed by Samuthirakani, starring Puneeth Rajkumar, Yogesh and Bhavana in the lead roles. Parvathamma Rajkumar and Raghavendra Rajkumar are producing the film under for Poornima Enterprises. The film is a remake of Samuthirakani's Tamil film Poraali (2011).",https://upload.wikimedia.org/wikipedia/en/1/14/Yaare_Koogadali.jpg,20-12-2012,Parvathamma Rajkumar,Samuthirakani,Samuthirakani,Kannada,96,7.1,Thriller
Govindaya Namaha,"Govindaya Namaha (English: Hail Govinda) is a 2012 Indian Kannada language comedy-drama film directed by debutante Pawan Wadeyar. The film was released on 30 March 2012 across cinema halls. It stars Komal Kumar, Anna Georgia, Madhulika, Rekha Vedavyas and Parul Yadav in the lead roles. The music is composed by Gurukiran. It film is remade as Potugadu in Telugu. The movie was accused to be a copy of 2006 Kannada movie Avnandre Avne , however Karnataka Film Directors Association writer's wing set aside the allegations as far from truth.",https://upload.wikimedia.org/wikipedia/en/f/f8/Kannada_film_Govindaya_Namaha_poster.jpg,30-03-2012,Suresh,,Pawan Wadeyar,Kannada,155,7.8,Action
Crazy Loka,Crazy Loka is a 2012 Kannada film starring V. Ravichandran and Daisy Bopanna in the lead roles. The film is directed by Kavita Lankesh and produced by Confident Group and Shanti Pictures. Manikanth Kadri is the music director for the film.,https://upload.wikimedia.org/wikipedia/en/4/46/Crazy_Loka_poster.jpg,30-03-2012,Confident Group,Duniya Soori,Kavita Lankesh,Kannada,96,4.7,Action
Ondu Kshanadalli,"Ondu Kshanadalli (Kannada: ???? ?????????) is a 2012 Indian Kannada romantic drama film starring Tarun Chandra, Sanjjanaa and Bhama in the lead roles. The Story, screenplay, dialogues and Direction is by Dinesh Babu. Giridhar Diwan has composed music for the soundtrack, while Goutham Shrivastav has done the background score. Actor-producer Jai Jagadish has produced the venture.
The film made its theatrical release on 5 October 2012 across Karnataka cinema halls.",https://upload.wikimedia.org/wikipedia/en/8/8a/Ondu_Kshanadalli_poster.jpg,05-10-2012,Jai Jagadish,Dinesh Babu,Dinesh Babu,Kannada,135,6.8,Tragedy
Alemari,"Alemari (Kannada: ???????) is a 2012 released Kannada romantic action drama film starring Yogesh and Radhika Pandit in the lead roles. The story, screenplay, lyrics and direction is by Santhu. The music of the film was composed by Arjun Janya. B. K. Srinivas has produced the venture under BK Srinivasa Productions. The film released in theatres across Karnataka on 9 March 2012. However the film is rated as an average, but the director santhu fetched best director in Karnataka state film awards 2012-13.",https://upload.wikimedia.org/wikipedia/en/9/99/Alemari_poster.jpg,09-03-2012,B. K. Srinivas,Santhu,Santhu,Kannada,148,7.2,Tragedy
Anna Bond,"Anna Bond (Kannada: ???? ?????) is a romantic action Kannada film written and directed by Duniya Soori. Produced by Parvathamma Rajkumar, it stars Puneet Rajkumar, Nidhi Subbaiah and Priyamani in the lead roles and Jackie Shroff in a negative role. The movie was released on 1 May 2012. V. Harikrishna was the music director for the film.
Anna Bond opened to lacklustre reviews. It was mentioned on ""The Most Disappointing Kannada Films of 2012"" list by Rediff, and got a thumbs down from critics.",https://upload.wikimedia.org/wikipedia/en/5/5f/Anna_Bond.jpg,01-05-2012,Parvathamma Rajkumar,Duniya Soori,Duniya Soori,Kannada,149,7.2,Romance
Sidlingu,"Sidlingu (Kannada: ?????????) is a comedy-emotional coming of age Cinema of Karnataka starring Yogesh and Ramya in the lead roles. The film has been directed and written by Vijaya Prasad, who makes his big screen debut after directing many TV series. The film is produced by Yogesh's father, T. P. Siddaraju of Duniya fame. Anoop Seelin has composed the music. Sugnan aka Gnana Murthy who has worked for movies like Mani, Lifeu Isthene, Premism, Manasology and many more is the director of cinematography.
The film was released on 13 January 2012.",https://upload.wikimedia.org/wikipedia/en/7/76/Sidlingu.jpg,13-01-2012,T. P. Siddaraju,,Vijaya Prasad,Kannada,92,8,Thriller
Parijatha,"Parijatha is a 2012 Indian Kannada romantic film directed by Prabhu Srinivas. The film stars Diganth and Aindrita Ray in the lead roles.
The film is a remake of Tamil Successful film Boss Engira Bhaskaran starring Arya and Nayantara. The film was a musical hit with the soundtrack and score composed by Mano Murthy. The film also received appreciation for its neat screenplay.",https://upload.wikimedia.org/wikipedia/en/6/6d/Parijatha_poster.jpg,10-02-2012,Paramesh,,Prabhu Srinivas,Kannada,120,8.7,Action
Edegarike,"Edegarike (Kannada: ?????????; English: Guts) is a 2012 Indian Kannada crime drama film directed by Sumana Kittur, based on the novel of the same name written by Agni Shridhar. It stars Aditya in the lead role as Sona, a hitman, who decides to relinquish his life of crime which unnerves his boss, who decides to have him contract killed. Atul Kulkarni, Achyuth Kumar, Srujan Lokesh, Dharma and Aakanksha Mansukhani Feature in supporting roles.
The film is based on the real-life incidents that occurred in the 1990s and is about cult figures in the Karnataka underworld such as Sridhar, Muthappa Rai and Bachchan. The film opened to widespread critical acclaim upon theatrical release. It won the Special Jury Award at the 6th Bangalore International Film Festival.",https://upload.wikimedia.org/wikipedia/en/4/43/2012_Kannada_film_Edegarike_poster.jpg,23-11-2012,Syed Aman Bachchan,Agni Shridhar,D. Sumana Kittur,Kannada,112,9.1,Thriller
Addhuri,"Addhuri (Kannada: ???????) is a 2012 Kannada romantic film starring Dhruva Sarja, in his debut, and Radhika Pandit in the lead roles. The story, screenplay, dialogues and direction are by A. P. Arjun of the Kannada movie Ambaari fame. V. Harikrishna is the music director of the film. Keerthi Swamy of Maryland, U S A and Shankar Reddy of Bengaluru have produced the venture. Soorya S Kiran of ""Dildaara"" fame is the Cinematographer. The film made its theatrical release across Karnataka screens on 15 June 2012. The stunts are handled by Ravi Verma. In one of the scenes Dhruva Sarja jumped from 65 feet height and did all stunts without dupes.",https://upload.wikimedia.org/wikipedia/en/d/df/Addhurimovieposter.png,15-06-2012,Keerthi Swamy,A. P. Arjun,A. P. Arjun,Kannada,124,7.9,Romance
Hudugaru,"Hudugaru (Kannada:???????) is a 2011 Kannada-language drama film directed by K. Madesh, starring Puneeth Rajkumar, Yogesh, Srinagar Kitty and Radhika Pandit in the lead roles. The film, which is a remake of the successful 2010 Tamil film Naadodigal, was produced by Parvathamma Rajkumar, with V. Harikrishna having composed the soundtrack and Satya Hegde was the cinematographer. The film released on 5 May 2011 and performed well at the box office similar to Puneeth's previous film Jackie.
The film earned Puneeth Rajkumar Filmfare Best Actor Award in Kannada.",https://upload.wikimedia.org/wikipedia/en/4/47/Hudugaru_Kannada_Film_Poster.jpg,05-05-2011,Parvathamma Rajkumar,Samuthirakani,K. Madesh,Kannada,125,8.2,Comedy
Saarathi,"Saarathi (English: Charioteer) is a 2011 Indian Kannada-language romance action film written and directed by Dinakar Thoogudeep. It stars Darshan and debutante Deepa Sannidhi in the lead roles. V. Harikrishna scored for the film's background and its soundtrack, lyrics for which was penned by V. Nagendra Prasad.
The film released theatrically on 30 September 2011 when the Darshan was under judicial custody for alleged domestic violence against his wife, Vijayalakshmi. After initial denial, the makers admitted in February 2012 that the film was inspired from the 1994 film The Lion King. It received three awards at the 2011 Karnataka State Film Awards, including the Best Entertaining Movie.",https://upload.wikimedia.org/wikipedia/en/2/2f/Saarathi.jpg,30-09-2011,K. V. Satya Prakash,,"Dinakar Thoogudeepa , Amin Jafarizadeh",Kannada,135,6.4,Romance
Kirataka,"Kirataka (Kannada: ??????) is an 2011 Indian Kannada comedy film directed by Pradeep Raj, starring Yash and Oviya in the lead roles. It is a remake of the Tamil film, Kalavani (2010). The film was a success at the domestic box-office.",https://upload.wikimedia.org/wikipedia/en/a/a9/2011_Kannada_film_Kirathaka_poster.jpeg,24-06-2011,Sharavana Murthy,,Pradeep Raj,Kannada,94,9.1,Romance
Aptharakshaka,"Aaptharakshaka (English: Dearest Savior) is a Kannada blockbuster film released in 2010 starring Vishnuvardhan in his 200th Kannada film and posthumous film along with Sandhya, Vimala Raman, Avinash, Srinivasa Murthy, Bhavana, Lakshmi Gopalaswamy and Komal among others. The film was written and directed by P. Vasu and is a sequel to the 2004 blockbuster film Apthamitra also directed by Vasu and starring Vishnuvardhan.
The film was released on 19 February 2010 to highly positive reviews. The movie was remade in Telugu as Nagavalli with Venkatesh Daggubati. The movie was dubbed in Telugu as Raja Vijaya Rajendra Bahadur (Nagavalli - Return of Chandramukhi), in Hindi as Sab Ka Rakhwala under the production of Sumeet Arts and in Bengali as ""Amar Rakshak"".",https://upload.wikimedia.org/wikipedia/en/b/b0/Aptharakshaka.jpg,19-02-2010,Krishna Kumar (Krishna Prajwal),P. Vasu,P. Vasu,Kannada,199,8.5,Thriller
Mylari,Mylari (Kannada: ??????) is a 2010 Kannada film that has Shivrajkumar and Sadha in the lead and is directed by R. Chandru of Taj Mahal (movie) fame.,https://upload.wikimedia.org/wikipedia/en/f/f1/Mylari_poster.gif,29-10-2010,K.P. Srikanth,R. Chandru,R. Chandru,Kannada,129,7.8,Thriller
Veera Parampare,"Veera Parampare (?????????) (translation : heroic heritage) is a 2010 Kannada drama film starring Ambarish, Sudeep, Aindritha Ray directed by S.Narayan. Bhagyavathi Narayan has produced the film under home banner and S. Narayan himself has scored the songs and background score by Dharma Vish.",https://upload.wikimedia.org/wikipedia/en/4/47/Veera_Parampare.jpg,29-10-2010,S. Narayan,,S. Narayan,Kannada,184,8.8,Thriller
Pancharangi,"Pancharangi (Kannada: ???????) is a 2010 Indian Kannada language romantic comedy film with philosophical overtones directed and produced by Yogaraj Bhat starring Diganth and Nidhi Subbaiah in the lead roles. The music has been composed by Mano Murthy, story and screenplay is written by Pawan Kumar. The film was predominantly shot in the coastal locales of Karnataka state.
It is a story that unfolds in a span of two days and tackles issues like education, love, profession, marriage, family, life and relationships in a ""fun and non-preachy way."" As a film with minimal budget under Bhat's maiden home production, it fared well at the box-office. The popular song Lifeu Ishtene was a runaway success and it was used as the title of Pawan Kumar's debut film.",https://upload.wikimedia.org/wikipedia/en/4/41/Pancharangi.jpg,03-09-2010,Yogaraj Bhat,,Yogaraj Bhat,Kannada,121,9,Thriller
Krishnan Love Story,"Krishnan Love Story (Kannada: ??????? ??? ??????) is a 2010 Indian Kannada language action drama film written and directed by Shashank, and starring Ajay Rao, Radhika Pandit, Umashri, Achyuth Kumar, Sharan, Pradeep, Harsha, Chandra. The music of this film is composed by Sridhar V. Sambhram.",https://upload.wikimedia.org/wikipedia/en/9/9e/Krishnan-love-story_poster.jpg,03-09-2010,Uday K. Mehta,Shashank,Shashank,Kannada,124,8.5,Tragedy
Gaalipata,"Gaalipata (translation: Kite) is a 2008 Indian Kannada romantic comedy film written and directed by Yogaraj Bhat. It features an ensemble cast of Ganesh, Anant Nag, Rajesh Krishnan, Diganth, Daisy Bopanna, Neethu and Bhavana Rao. The plot revolves around three friends who, debilitated of city life, decide to spend some time in the paternal house of one of them, at a picturesque location atop a hill station. Spending a gala time there, each of them get involved romantically with the daughters of a retired military man and an avid hunter.
The film was produced by Suryaprakash Rao of SPR Entertainment Pvt Ltd., and was made on a budget ?70 million. The cinematography was done by R. Rathnavelu, and was edited by Suresh Urs. The film score and soundtrack were composed by V. Harikrishna. The film was the first in Kannada to be shot in Super 35 format.",https://upload.wikimedia.org/wikipedia/en/4/4a/Galipata.jpg,18-01-2008,Suryaprakash Rao,Yogaraj Bhat,Yogaraj Bhat,Kannada,107,7.9,Romance
Budhivanta,"Budhivanta (translation: Intelligent) (also known as Buddhimanthudu in Telugu) is a 2008 Kannada language film starring Upendra and Pooja gandhi in the lead role. It was directed by Ramnath Rigvedhi. It is a remake of the Tamil film Naan Avanillai. It was released on 26 September 2008. The film was supposed to be released on Upendra's birthday, 18 September 2008, but because of the delay in censor certification, the release date got postponed to 26 September 2008. It became the highest grossing Kannada film of 2008 and turned out to be a much bigger hit than the original Naan Avanillai.",https://upload.wikimedia.org/wikipedia/en/a/ae/Buddhivantha.jpg,18-01-2008,SV Rajendra Singh Babu,K.Balachander,Ramnath Rigvedhi,Kannada,122,6.8,Romance
Aramane,"Aramane (Kannada: ?????, translation: Palace) is a 2008 Indian Kannada drama film directed by Nagashekhar, starring Ganesh and Anant Nag in the lead roles. The Plot of the film revolves around a wealthy businessman who is left isolated in his palatial house by his children after he decides to re-marry on his wife's passing. He is befriended by a photographer who assures of bringing them together for 'one last photo' of the entire family.
The film's music was composed by Gurukiran.",https://upload.wikimedia.org/wikipedia/en/c/ce/Aramane1.JPG,25-04-2008,K. Manju,,Nagashekhar,Kannada,154,9.3,Action
Mussanjemaatu,"Mussanjemaatu (Kannada: ????????????) is a 2008 Romantic film starring Sudeep and Ramya. The film was directed by Mussanje Mahesh. The movie is produced by Suresh Jain. The music of the film was launched on 4 April 2008. The movie was released on 16 May 2008 in India. And also released in United States. In United States San Jose on 27 June 2008, in New Jersey on 11 July 2008, in Dallas on 26 July 2008, in Atlanta on 9 August 2008, in Los Angeles on 24 August 2008, in Laurel on 20 September 2008, in Novi on 27 September 2008, in Houston on 11 October 2008, in Seattle on 18 October 2008, in Boston on 26 October 2008, in Cary on 8 November 2008 and in Milpitas on 13 March 2010. And also released in Canada - Toronto on 30 November 2008.",https://upload.wikimedia.org/wikipedia/en/f/fe/Mussanjemaatu.jpg,16-05-2008,Suresh Jain,Mussanje Mahesh,Mussanje Mahesh,Kannada,150,9.4,Action
Moggina Manasu,"Moggina Manasu (Kannada: ??????? ????) is a 2008 Indian Kannada language film directed by Shashank and produced by E. Krishnappa under the banner E. K. Entertainers. It stars Radhika Pandit and Shuba Punja in lead roles. The supporting cast features Yash, Skanda, Manoj, Sangeetha Shetty, Manasi and Harsha.
The film was a critical and a commercial success at the box-office having received appreciation from critics and audience alike. The film also completed a 100-day run at a theatre in Bangalore.",https://upload.wikimedia.org/wikipedia/en/6/60/MogginaManasu.jpeg,16-05-2008,E. Krishnappa,,Shashank,Kannada,147,9.7,Tragedy
Mast Maja Maadi,"Mast Maja Maadi is a 2008 Kannada comedy-romance film directed by R. Ananth Raju featuring Sudeep, Vijay Raghavendra, Diganth, Naga Kiran, Komal and Jennifer Kotwal in the lead roles. The film features background score and soundtrack composed by P.B. Balaji and lyrics by K. Ram Narayan. The movie is a remake of Hindi movie Dhamaal and opening sequences are copied from Golmaal: Fun Unlimited.",https://upload.wikimedia.org/wikipedia/en/1/16/Mast_Maja_Maadi.png,12-12-2008,Soundarya Jagadish,,R. Ananth Raju,Kannada,200,9.8,Comedy
Akka Thangi,"Akka Thangi (Kannada: ???? ????) is a 2008 Indian Kannada language film written and directed by S. Mahendar. It stars Shruti and Rashmi in the lead roles. The supporting cast features Mohan, Kishore and Sharan.",https://upload.wikimedia.org/wikipedia/en/7/7b/2008_Kannada_film_Akka_Thangi_poster.jpg,05-12-2008,Ramesh Yadav,S. Mahendar,S. Mahendar,Kannada,200,5.9,Romance
Nanda Loves Nanditha,Nanda Loves Nanditha (Kannada: ??? ????? ?????) is a 2008 Indian Kannada language film directed by B. N. Vijayakumar starring Yogesh and Nandita in the lead roles.,https://upload.wikimedia.org/wikipedia/en/a/ae/NandalovesNanditha.JPG,13-03-2008,Ramesh Kashyap,Ajay Kumar,B. N. Vijayakumar,Kannada,162,9.5,Action
Meravanige,"Meravanige a Kannada Language movie released in July 2008. It starred Prajwal Devaraj and Aindrita Ray in lead role and was supported by Sadhu Kokila, Komal and Harish.
It is a youth romantic family drama movie.",https://upload.wikimedia.org/wikipedia/en/7/79/Meravanige.jpg,26-12-2008,Sri Muneshwara Films,Janardhan Maharshi,Mahesh Babu,Kannada,187,7.2,Thriller
Haage Summane,Haage Summane is a 2008 Kannada film directed by Preetham Gubbi. The newcomers Kiran Srinivas and Suhasi played the lead roles. Music was composed by Mano Murthy. The film released nationwide on 26 December 2008. This was expected to rock the boxoffice because of the hype created by the director proclaiming himself to have given the screenplay of the Landmark movie of the Kannada film industry Mungaaru Male. But it failed to live up the expectations.,https://upload.wikimedia.org/wikipedia/en/f/fc/HAAGESUMMANE.JPG,22-06-2007,Murali Mohan,Preetham Gubbi,Preetham Gubbi,Kannada,128,9.4,Romance
Hudugaata,Hudugaata is a 2007 Kannada film. The movie is based on the 1934 movie It Happened One Night which was already remade in 1956 as Chori Chori and in 1991 as Dil Hai Ke Manta Nahin.,https://upload.wikimedia.org/wikipedia/en/7/76/Hudugaata.jpg,22-06-2007,B.G. Babu Reddy,Sanjay. K,Sanjay. K,Kannada,149,9.7,Thriller
Cheluvina Chittara,"Cheluvina Chittara is a 2007 Kannada film directed and produced by S.Narayan. Ganesh, Amoolya played the lead roles. Music was composed by Mano Murthy. The movie is remade in nepali as Manjari.",https://upload.wikimedia.org/wikipedia/en/5/57/Cheluvina_Chittara.jpg,09-12-2005,S. Narayan,Balaji Sakthivel,S. Narayan,Kannada,191,6.8,Action
Rama Shama Bhama,"Rama Shama Bhama (Kannada: ??? ??? ???) is a 2005 Indian Kannada language comedy film directed by Ramesh Aravind making his directorial debut and the film stars himself in lead role with Kamal Haasan, Urvasi, Daisy Bopanna and Shruti portraying supporting roles.
The film revolves around a married cartoonist Rama who has an affair with Shama. When she finds out about his personal life, she still continously pursues him. Rest of the film revolves around Rama reuniting with his wife who plans it with the help of his friend. The film was produced by K. Manju. The cinematography and editing was handled by PKH Dass and Nagendra Urs. The film's soundtrack was composed by Gurukiran.
The film was a remake of the 1995 Tamil film, Sathi Leelavathi.",https://upload.wikimedia.org/wikipedia/en/8/86/Rama_Shama_Bhama_%28movie_poster%29.jpg,27-08-2004,K. Manju,"Yeshwant Sardeshpande, Rajendra Karanth (dialogues)",Ramesh Aravind,Kannada,182,8.8,Comedy
Apthamitra,"Apthamitra (English: Close friend) is a 2004 Indian Kannada psychological thriller film directed by P. Vasu, and starring Vishnuvardhan, Ramesh Arvind, Soundarya, Avinash and others. This was actress Soundarya's last film. It is an official remake of the 1993 Malayalam film Manichithrathazhu.The movie was dubbed in Telugu as "" Soundharya Chandramukhi "".The film ran for one year in the main theaters across Karnataka. Apthamitra was later followed by its sequel, Aptharakshaka (2010). The movie will be soon dubbed into Hindi.",https://upload.wikimedia.org/wikipedia/en/e/e3/Apthamitra.jpg,27-08-2004,Dwarakish,Madhu Muttam,P. Vasu,Kannada,177,8.8,Romance
Veera Kannadiga,"Veera Kannadiga is a 2004 Kannada language film starring Puneet Rajkumar and Anitha. It was her debut in the Kannada film industry. This movie was simultaneously made along with that of Telugu movie Andhrawala. While in AP it was disaster but in Kannada ran for more than 100 days and was a super hit. Puneeth Rajkumar played a double role in the movie, though both the roles never appear together onscreen.",https://upload.wikimedia.org/wikipedia/en/0/0b/Veerakannadiga.jpg,15-11-1996,Vallabha,,Meher Ramesh,Kannada,114,8.7,Romance
Janumada Jodi,"Janumada Jodi (Kannada: ????? ????) is a 1996 Indian Kannada film directed by T. S. Nagabharana, based on a Gujarathi novel Malela Jiva by Pannalal Patel, and starring Shivarajkumar and Shilpa in lead roles. The story deals with the caste system.",https://upload.wikimedia.org/wikipedia/en/3/36/Janumada_Jodi_poster.jpg,06-07-2001,Parvathamma Rajkumar,Pannalal Patel,T. S. Nagabharana,Kannada,111,5.2,Comedy
Huchcha,"Huchcha (Kannada: ?????) is a 2001 Kannada action-drama film directed by Om Prakash Rao, starring Sudeep and Rekha Vedavyas in the lead roles. The film, a remake of Tamil film Sethu directed by Bala and starring Vikram, brought lot of fame to Sudeep.",https://upload.wikimedia.org/wikipedia/en/5/51/Huchcha_Kannada_Movie.jpg,21-May-96,,Bala,Om Prakash Rao,Kannada,125,3.4,Tragedy
Preethse,"Preethse (English: Love Me) is a 2000 Psychological thriller Kannada film starring Upendra, Shivrajkumar and Sonali Bendre. The film was directed by D Rajendra Babu and produced by Rockline Venkatesh. The film is a remake of the 1993 Bollywood film Darr. The film was dubbed in Telugu as Sadist.",https://upload.wikimedia.org/wikipedia/en/7/75/Preethse_film_poster.jpg,21-05-1996,Rockline Venkatesh,Somaraj (dialogues),D. Rajendra Babu,Kannada,112,7.1,Action
Kanooru Heggadithi,"Kanooru Heggadithi (Mistress of the House of Kanooru) is a 1999 Indian film based on the 1936 novel ""Kanooru Subbamma Heggadithi"" by Kannada writer Kuvempu, and directed by playwright and film director Girish Karnad. Set in the Malnad region, the film narrates a story of the land and life of a feudal family in pre-independence Malnad. The film marked Karnad's return to directing after a lapse of over a decade.",https://upload.wikimedia.org/wikipedia/en/5/57/Kanooru_Heggadithi_poster.jpg,19-11-1999,H. G. Narayan,Kuvempu,Girish Karnad,Kannada,175,9.3,Action
